route_id,service_id,trip_id,shape_id,trip_headsign,trip_short_name,direction_id,block_id
"10-A10-j24-1","TA+esq00","1.TA.10-A10-j24-1.1.R","10-A10-j24-1.1.R","Villach Hauptbahnhof","RJ 639","1",""
"10-A11-j24-1","TA+4r510","10.TA.10-A11-j24-1.5.R","10-A11-j24-1.5.R","Budapest-Keleti","RJX 165","1","1187"
"10-A11-j24-1","TA+xzo10","100.TA.10-A11-j24-1.29.H","10-A11-j24-1.29.H","Feldkirch Bahnhof","RJX 168","0",""
"10-A11-j24-1","TA+zmp00","101.TA.10-A11-j24-1.30.H","10-A11-j24-1.30.H","Feldkirch Bahnhof","RJX 560","0",""
"10-A11-j24-1","TA+ldn00","102.TA.10-A11-j24-1.30.H","10-A11-j24-1.30.H","Feldkirch Bahnhof","RJX 560","0",""
"10-A11-j24-1","TA+coi10","103.TA.10-A11-j24-1.31.H","10-A11-j24-1.31.H","Feldkirch Bahnhof","RJX 566","0",""
"10-A11-j24-1","TA+rlz00","104.TA.10-A11-j24-1.31.H","10-A11-j24-1.31.H","Feldkirch Bahnhof","RJX 566","0",""
"10-A11-j24-1","TA+43720","105.TA.10-A11-j24-1.31.H","10-A11-j24-1.31.H","Feldkirch Bahnhof","RJX 566","0",""
"10-A11-j24-1","TA+yfz00","106.TA.10-A11-j24-1.31.H","10-A11-j24-1.31.H","Feldkirch Bahnhof","RJX 566","0",""
"10-A11-j24-1","TA+4r510","107.TA.10-A11-j24-1.31.H","10-A11-j24-1.31.H","Feldkirch Bahnhof","RJX 566","0",""
"10-A11-j24-1","TA+2zg10","108.TA.10-A11-j24-1.31.H","10-A11-j24-1.31.H","Feldkirch Bahnhof","RJX 566","0",""
"10-A11-j24-1","TA+qzj10","109.TA.10-A11-j24-1.31.H","10-A11-j24-1.31.H","Feldkirch Bahnhof","RJX 566","0",""
"10-A11-j24-1","TA+flx10","11.TA.10-A11-j24-1.5.R","10-A11-j24-1.5.R","Budapest-Keleti","RJX 165","1","1188"
"10-A11-j24-1","TA+50h10","110.TA.10-A11-j24-1.31.H","10-A11-j24-1.31.H","Feldkirch Bahnhof","RJX 566","0",""
"10-A11-j24-1","TA+23r10","111.TA.10-A11-j24-1.31.H","10-A11-j24-1.31.H","Feldkirch Bahnhof","RJX 566","0",""
"10-A11-j24-1","TA+ok520","112.TA.10-A11-j24-1.31.H","10-A11-j24-1.31.H","Feldkirch Bahnhof","RJX 566","0",""
"10-A11-j24-1","TA+mk520","113.TA.10-A11-j24-1.31.H","10-A11-j24-1.31.H","Feldkirch Bahnhof","RJX 566","0",""
"10-A11-j24-1","TA+ck620","114.TA.10-A11-j24-1.31.H","10-A11-j24-1.31.H","Feldkirch Bahnhof","RJX 566","0",""
"10-A11-j24-1","TA+7v220","115.TA.10-A11-j24-1.32.H","10-A11-j24-1.32.H","Feldkirch Bahnhof","RJX 560","0",""
"10-A11-j24-1","TA+mft00","116.TA.10-A11-j24-1.33.H","10-A11-j24-1.33.H","Feldkirch Bahnhof","RJX 566","0",""
"10-A11-j24-1","TA+5as00","117.TA.10-A11-j24-1.33.H","10-A11-j24-1.33.H","Feldkirch Bahnhof","RJX 566","0",""
"10-A11-j24-1","TA+aoi10","118.TA.10-A11-j24-1.34.H","10-A11-j24-1.34.H","Feldkirch Bahnhof","RJX 560","0",""
"10-A11-j24-1","TA+18z00","119.TA.10-A11-j24-1.34.H","10-A11-j24-1.34.H","Feldkirch Bahnhof","RJX 560","0",""
"10-A11-j24-1","TA+rlz00","12.TA.10-A11-j24-1.5.R","10-A11-j24-1.5.R","Budapest-Keleti","RJX 165","1","1189"
"10-A11-j24-1","TA+87720","120.TA.10-A11-j24-1.34.H","10-A11-j24-1.34.H","Feldkirch Bahnhof","RJX 560","0",""
"10-A11-j24-1","TA+cr510","121.TA.10-A11-j24-1.34.H","10-A11-j24-1.34.H","Feldkirch Bahnhof","RJX 560","0",""
"10-A11-j24-1","TA+zi520","122.TA.10-A11-j24-1.34.H","10-A11-j24-1.34.H","Feldkirch Bahnhof","RJX 560","0",""
"10-A11-j24-1","TA+p2r10","123.TA.10-A11-j24-1.34.H","10-A11-j24-1.34.H","Feldkirch Bahnhof","RJX 560","0",""
"10-A11-j24-1","TA+mjq10","124.TA.10-A11-j24-1.34.H","10-A11-j24-1.34.H","Feldkirch Bahnhof","RJX 560","0",""
"10-A11-j24-1","TA+olz00","125.TA.10-A11-j24-1.35.H","10-A11-j24-1.35.H","Feldkirch Bahnhof","RJX 560","0",""
"10-A11-j24-1","TA+e8j10","126.TA.10-A11-j24-1.35.H","10-A11-j24-1.35.H","Feldkirch Bahnhof","RJX 560","0",""
"10-A11-j24-1","TA+p0k10","127.TA.10-A11-j24-1.35.H","10-A11-j24-1.35.H","Feldkirch Bahnhof","RJX 560","0",""
"10-A11-j24-1","TA+10h10","128.TA.10-A11-j24-1.35.H","10-A11-j24-1.35.H","Feldkirch Bahnhof","RJX 560","0",""
"10-A11-j24-1","TA+g9g00","129.TA.10-A11-j24-1.34.H","10-A11-j24-1.34.H","Feldkirch Bahnhof","RJX 560","0",""
"10-A11-j24-1","TA+7dj10","13.TA.10-A11-j24-1.5.R","10-A11-j24-1.5.R","Budapest-Keleti","RJX 165","1","1196"
"10-A11-j24-1","TA+3lx00","130.TA.10-A11-j24-1.34.H","10-A11-j24-1.34.H","Feldkirch Bahnhof","RJX 560","0",""
"10-A11-j24-1","TA+qz420","131.TA.10-A11-j24-1.22.H","10-A11-j24-1.22.H","Zürich HB","RJX 162","0","1205"
"10-A11-j24-1","TA+qz420","132.TA.10-A11-j24-1.27.H","10-A11-j24-1.27.H","Feldkirch Bahnhof","RJX 562","0",""
"10-A11-j24-1","TA+77720","133.TA.10-A11-j24-1.22.H","10-A11-j24-1.22.H","Zürich HB","RJX 162","0","1206"
"10-A11-j24-1","TA+pvn00","134.TA.10-A11-j24-1.22.H","10-A11-j24-1.22.H","Zürich HB","RJX 162","0","1207"
"10-A11-j24-1","TA+pvn00","135.TA.10-A11-j24-1.27.H","10-A11-j24-1.27.H","Feldkirch Bahnhof","RJX 562","0",""
"10-A11-j24-1","TA+w2620","136.TA.10-A11-j24-1.5.R","10-A11-j24-1.5.R","Budapest-Keleti","RJX 165","1","1195"
"10-A11-j24-1","TA+jz420","137.TA.10-A11-j24-1.15.R","10-A11-j24-1.15.R","Flughafen Wien Bahnhof","RJX 565","1",""
"10-A11-j24-1","TA+is120","138.TA.10-A11-j24-1.15.R","10-A11-j24-1.15.R","Flughafen Wien Bahnhof","RJX 565","1",""
"10-A11-j24-1","TA+jz420","139.TA.10-A11-j24-1.4.R","10-A11-j24-1.4.R","Budapest-Keleti","RJX 165","1","1183"
"10-A11-j24-1","TA+9dj10","14.TA.10-A11-j24-1.5.R","10-A11-j24-1.5.R","Budapest-Keleti","RJX 165","1","1190"
"10-A11-j24-1","TA+pvn00","140.TA.10-A11-j24-1.15.R","10-A11-j24-1.15.R","Flughafen Wien Bahnhof","RJX 565","1",""
"10-A11-j24-1","TA+eyq10","141.TA.10-A11-j24-1.9.R","10-A11-j24-1.9.R","Wien Hauptbahnhof","RJX 165","1",""
"10-A11-j24-1","TA+j7720","142.TA.10-A11-j24-1.31.H","10-A11-j24-1.31.H","Feldkirch Bahnhof","RJX 566","0",""
"10-A11-j24-1","TA+pvn00","143.TA.10-A11-j24-1.31.H","10-A11-j24-1.31.H","Feldkirch Bahnhof","RJX 566","0",""
"10-A11-j24-1","TA+8m420","144.TA.10-A11-j24-1.14.R","10-A11-j24-1.14.R","Flughafen Wien Bahnhof","RJX 567","1",""
"10-A11-j24-1","TA+ldn00","145.TA.10-A11-j24-1.14.R","10-A11-j24-1.14.R","Flughafen Wien Bahnhof","RJX 567","1",""
"10-A11-j24-1","TA+u2h00","146.TA.10-A11-j24-1.13.R","10-A11-j24-1.13.R","Flughafen Wien Bahnhof","RJX 569","1",""
"10-A11-j24-1","TA+grm00","147.TA.10-A11-j24-1.14.R","10-A11-j24-1.14.R","Flughafen Wien Bahnhof","RJX 569","1",""
"10-A11-j24-1","TA+m5e10","15.TA.10-A11-j24-1.5.R","10-A11-j24-1.5.R","Budapest-Keleti","RJX 165","1","1191"
"10-A11-j24-1","TA+u7s00","16.TA.10-A11-j24-1.5.R","10-A11-j24-1.5.R","Budapest-Keleti","RJX 165","1","1192"
"10-A11-j24-1","TA+8yq10","17.TA.10-A11-j24-1.5.R","10-A11-j24-1.5.R","Budapest-Keleti","RJX 165","1","1193"
"10-A11-j24-1","TA+83720","18.TA.10-A11-j24-1.5.R","10-A11-j24-1.5.R","Budapest-Keleti","RJX 165","1","1194"
"10-A11-j24-1","TA+xzo10","19.TA.10-A11-j24-1.6.R","10-A11-j24-1.6.R","Wien Hauptbahnhof","RJX 367","1",""
"10-A11-j24-1","TA+b4x10","20.TA.10-A11-j24-1.7.R","10-A11-j24-1.7.R","Wien Hauptbahnhof","RJX 367","1",""
"10-A11-j24-1","TA+wfx10","21.TA.10-A11-j24-1.8.R","10-A11-j24-1.8.R","Wien Hauptbahnhof","RJX 169","1",""
"10-A11-j24-1","TA+fn510","22.TA.10-A11-j24-1.8.R","10-A11-j24-1.8.R","Wien Hauptbahnhof","RJX 169","1",""
"10-A11-j24-1","TA+xhp10","23.TA.10-A11-j24-1.8.R","10-A11-j24-1.8.R","Wien Hauptbahnhof","RJX 169","1",""
"10-A11-j24-1","TA+ioq10","24.TA.10-A11-j24-1.8.R","10-A11-j24-1.8.R","Wien Hauptbahnhof","RJX 169","1",""
"10-A11-j24-1","TA+6rg10","25.TA.10-A11-j24-1.9.R","10-A11-j24-1.9.R","Wien Hauptbahnhof","RJX 165","1",""
"10-A11-j24-1","TA+dyq10","26.TA.10-A11-j24-1.9.R","10-A11-j24-1.9.R","Wien Hauptbahnhof","RJX 165","1",""
"10-A11-j24-1","TA+ob320","27.TA.10-A11-j24-1.10.R","10-A11-j24-1.10.R","Wien Hauptbahnhof","D 19781","1",""
"10-A11-j24-1","TA+vdk10","28.TA.10-A11-j24-1.11.R","10-A11-j24-1.11.R","Wien Hauptbahnhof","RJX 569","1",""
"10-A11-j24-1","TA+xhp10","29.TA.10-A11-j24-1.11.R","10-A11-j24-1.11.R","Wien Hauptbahnhof","RJX 569","1",""
"10-A11-j24-1","TA+2uf10","3.TA.10-A11-j24-1.2.R","10-A11-j24-1.2.R","Salzburg Hauptbahnhof","RJX 369","1",""
"10-A11-j24-1","TA+ar510","30.TA.10-A11-j24-1.12.R","10-A11-j24-1.12.R","Flughafen Wien Bahnhof","RJX 161","1",""
"10-A11-j24-1","TA+vzo10","31.TA.10-A11-j24-1.12.R","10-A11-j24-1.12.R","Flughafen Wien Bahnhof","RJX 161","1",""
"10-A11-j24-1","TA+e8j10","32.TA.10-A11-j24-1.13.R","10-A11-j24-1.13.R","Flughafen Wien Bahnhof","RJX 569","1",""
"10-A11-j24-1","TA+olz00","33.TA.10-A11-j24-1.13.R","10-A11-j24-1.13.R","Flughafen Wien Bahnhof","RJX 569","1",""
"10-A11-j24-1","TA+2k620","34.TA.10-A11-j24-1.13.R","10-A11-j24-1.13.R","Flughafen Wien Bahnhof","RJX 569","1",""
"10-A11-j24-1","TA+wfx10","35.TA.10-A11-j24-1.13.R","10-A11-j24-1.13.R","Flughafen Wien Bahnhof","RJX 569","1",""
"10-A11-j24-1","TA+qzj10","36.TA.10-A11-j24-1.13.R","10-A11-j24-1.13.R","Flughafen Wien Bahnhof","RJX 569","1",""
"10-A11-j24-1","TA+l3320","37.TA.10-A11-j24-1.14.R","10-A11-j24-1.14.R","Flughafen Wien Bahnhof","RJX 567","1",""
"10-A11-j24-1","TA+68d00","38.TA.10-A11-j24-1.14.R","10-A11-j24-1.14.R","Flughafen Wien Bahnhof","RJX 567","1",""
"10-A11-j24-1","TA+0q620","39.TA.10-A11-j24-1.14.R","10-A11-j24-1.14.R","Flughafen Wien Bahnhof","RJX 567","1",""
"10-A11-j24-1","TA+1uf10","4.TA.10-A11-j24-1.3.R","10-A11-j24-1.3.R","Salzburg Hauptbahnhof","RJX 369","1",""
"10-A11-j24-1","TA+qyq10","40.TA.10-A11-j24-1.14.R","10-A11-j24-1.14.R","Flughafen Wien Bahnhof","RJX 567","1",""
"10-A11-j24-1","TA+qzj10","41.TA.10-A11-j24-1.14.R","10-A11-j24-1.14.R","Flughafen Wien Bahnhof","RJX 567","1",""
"10-A11-j24-1","TA+g9g00","42.TA.10-A11-j24-1.14.R","10-A11-j24-1.14.R","Flughafen Wien Bahnhof","RJX 569","1",""
"10-A11-j24-1","TA+3lx00","43.TA.10-A11-j24-1.14.R","10-A11-j24-1.14.R","Flughafen Wien Bahnhof","RJX 569","1",""
"10-A11-j24-1","TA+kyq10","44.TA.10-A11-j24-1.14.R","10-A11-j24-1.14.R","Flughafen Wien Bahnhof","RJX 567","1",""
"10-A11-j24-1","TA+pyq10","45.TA.10-A11-j24-1.14.R","10-A11-j24-1.14.R","Flughafen Wien Bahnhof","RJX 567","1",""
"10-A11-j24-1","TA+9dj10","46.TA.10-A11-j24-1.15.R","10-A11-j24-1.15.R","Flughafen Wien Bahnhof","RJX 565","1",""
"10-A11-j24-1","TA+rlz00","47.TA.10-A11-j24-1.15.R","10-A11-j24-1.15.R","Flughafen Wien Bahnhof","RJX 565","1",""
"10-A11-j24-1","TA+83720","48.TA.10-A11-j24-1.15.R","10-A11-j24-1.15.R","Flughafen Wien Bahnhof","RJX 565","1",""
"10-A11-j24-1","TA+h7h10","49.TA.10-A11-j24-1.15.R","10-A11-j24-1.15.R","Flughafen Wien Bahnhof","RJX 565","1",""
"10-A11-j24-1","TA+pvn00","5.TA.10-A11-j24-1.4.R","10-A11-j24-1.4.R","Budapest-Keleti","RJX 165","1","1181"
"10-A11-j24-1","TA+flx10","50.TA.10-A11-j24-1.15.R","10-A11-j24-1.15.R","Flughafen Wien Bahnhof","RJX 565","1",""
"10-A11-j24-1","TA+ruw10","51.TA.10-A11-j24-1.15.R","10-A11-j24-1.15.R","Flughafen Wien Bahnhof","RJX 565","1",""
"10-A11-j24-1","TA+eyq10","52.TA.10-A11-j24-1.15.R","10-A11-j24-1.15.R","Flughafen Wien Bahnhof","RJX 565","1",""
"10-A11-j24-1","TA+6rg10","53.TA.10-A11-j24-1.16.R","10-A11-j24-1.16.R","Flughafen Wien Bahnhof","RJX 565","1",""
"10-A11-j24-1","TA+eo210","54.TA.10-A11-j24-1.17.R","10-A11-j24-1.17.R","Flughafen Wien Bahnhof","RJX 569","1",""
"10-A11-j24-1","TA+g5e10","55.TA.10-A11-j24-1.17.R","10-A11-j24-1.17.R","Flughafen Wien Bahnhof","RJX 569","1",""
"10-A11-j24-1","TA+18z00","56.TA.10-A11-j24-1.18.R","10-A11-j24-1.18.R","Flughafen Wien Bahnhof","RJX 567","1",""
"10-A11-j24-1","TA+18510","57.TA.10-A11-j24-1.18.R","10-A11-j24-1.18.R","Flughafen Wien Bahnhof","RJX 567","1",""
"10-A11-j24-1","TA+p0k10","58.TA.10-A11-j24-1.18.R","10-A11-j24-1.18.R","Flughafen Wien Bahnhof","RJX 567","1",""
"10-A11-j24-1","TA+e0h00","59.TA.10-A11-j24-1.18.R","10-A11-j24-1.18.R","Flughafen Wien Bahnhof","RJX 567","1",""
"10-A11-j24-1","TA+hgx00","6.TA.10-A11-j24-1.4.R","10-A11-j24-1.4.R","Budapest-Keleti","RJX 165","1","1182"
"10-A11-j24-1","TA+m5e10","60.TA.10-A11-j24-1.19.R","10-A11-j24-1.19.R","Flughafen Wien Bahnhof","RJX 565","1",""
"10-A11-j24-1","TA+yud10","61.TA.10-A11-j24-1.20.H","10-A11-j24-1.20.H","Feldkirch Bahnhof","RJX 366","0",""
"10-A11-j24-1","TA+ck620","62.TA.10-A11-j24-1.21.H","10-A11-j24-1.21.H","Zürich HB","RJX 166","0","1132"
"10-A11-j24-1","TA+iqn00","63.TA.10-A11-j24-1.21.H","10-A11-j24-1.21.H","Zürich HB","RJX 166","0","1133"
"10-A11-j24-1","TA+ok520","64.TA.10-A11-j24-1.21.H","10-A11-j24-1.21.H","Zürich HB","RJX 166","0","1134"
"10-A11-j24-1","TA+yfz00","65.TA.10-A11-j24-1.21.H","10-A11-j24-1.21.H","Zürich HB","RJX 166","0","1144"
"10-A11-j24-1","TA+mk520","66.TA.10-A11-j24-1.21.H","10-A11-j24-1.21.H","Zürich HB","RJX 166","0","1145"
"10-A11-j24-1","TA+whp10","67.TA.10-A11-j24-1.21.H","10-A11-j24-1.21.H","Zürich HB","RJX 166","0","1157"
"10-A11-j24-1","TA+a9s00","68.TA.10-A11-j24-1.21.H","10-A11-j24-1.21.H","Zürich HB","RJX 166","0","1160"
"10-A11-j24-1","TA+4r510","69.TA.10-A11-j24-1.21.H","10-A11-j24-1.21.H","Zürich HB","RJX 166","0","1161"
"10-A11-j24-1","TA+is120","7.TA.10-A11-j24-1.4.R","10-A11-j24-1.4.R","Budapest-Keleti","RJX 165","1","1184"
"10-A11-j24-1","TA+7wf00","70.TA.10-A11-j24-1.21.H","10-A11-j24-1.21.H","Zürich HB","RJX 166","0","1162"
"10-A11-j24-1","TA+2zg10","71.TA.10-A11-j24-1.21.H","10-A11-j24-1.21.H","Zürich HB","RJX 166","0","1164"
"10-A11-j24-1","TA+njq10","72.TA.10-A11-j24-1.22.H","10-A11-j24-1.22.H","Zürich HB","RJX 162","0","1197"
"10-A11-j24-1","TA+g7h10","73.TA.10-A11-j24-1.22.H","10-A11-j24-1.22.H","Zürich HB","RJX 162","0","1198"
"10-A11-j24-1","TA+fdq10","74.TA.10-A11-j24-1.22.H","10-A11-j24-1.22.H","Zürich HB","RJX 162","0","1199"
"10-A11-j24-1","TA+b7720","75.TA.10-A11-j24-1.22.H","10-A11-j24-1.22.H","Zürich HB","RJX 162","0","1200"
"10-A11-j24-1","TA+p0k10","76.TA.10-A11-j24-1.22.H","10-A11-j24-1.22.H","Zürich HB","RJX 162","0","1201"
"10-A11-j24-1","TA+h8620","77.TA.10-A11-j24-1.22.H","10-A11-j24-1.22.H","Zürich HB","RJX 162","0","1202"
"10-A11-j24-1","TA+rlz00","78.TA.10-A11-j24-1.22.H","10-A11-j24-1.22.H","Zürich HB","RJX 162","0","1210"
"10-A11-j24-1","TA+flx10","79.TA.10-A11-j24-1.22.H","10-A11-j24-1.22.H","Zürich HB","RJX 162","0","1203"
"10-A11-j24-1","TA+5as00","8.TA.10-A11-j24-1.5.R","10-A11-j24-1.5.R","Budapest-Keleti","RJX 165","1","1185"
"10-A11-j24-1","TA+5as00","80.TA.10-A11-j24-1.22.H","10-A11-j24-1.22.H","Zürich HB","RJX 162","0","1204"
"10-A11-j24-1","TA+4dj10","81.TA.10-A11-j24-1.22.H","10-A11-j24-1.22.H","Zürich HB","RJX 162","0","1208"
"10-A11-j24-1","TA+4ii10","82.TA.10-A11-j24-1.22.H","10-A11-j24-1.22.H","Zürich HB","RJX 162","0","1209"
"10-A11-j24-1","TA+1dq10","83.TA.10-A11-j24-1.23.H","10-A11-j24-1.23.H","Feldkirch Bahnhof","RJX 162","0",""
"10-A11-j24-1","TA+ncq10","84.TA.10-A11-j24-1.23.H","10-A11-j24-1.23.H","Feldkirch Bahnhof","RJX 162","0",""
"10-A11-j24-1","TA+f9120","85.TA.10-A11-j24-1.24.H","10-A11-j24-1.24.H","Feldkirch Bahnhof","D 19780","0",""
"10-A11-j24-1","TA+5ds10","86.TA.10-A11-j24-1.24.H","10-A11-j24-1.24.H","Feldkirch Bahnhof","D 19780","0",""
"10-A11-j24-1","TA+a6z10","87.TA.10-A11-j24-1.25.H","10-A11-j24-1.25.H","Feldkirch Bahnhof","D 19782","0",""
"10-A11-j24-1","TA+vbs10","88.TA.10-A11-j24-1.25.H","10-A11-j24-1.25.H","Feldkirch Bahnhof","D 19782","0",""
"10-A11-j24-1","TA+ar510","89.TA.10-A11-j24-1.26.H","10-A11-j24-1.26.H","Feldkirch Bahnhof","RJX 368","0",""
"10-A11-j24-1","TA+h7h10","9.TA.10-A11-j24-1.5.R","10-A11-j24-1.5.R","Budapest-Keleti","RJX 165","1","1186"
"10-A11-j24-1","TA+xzo10","90.TA.10-A11-j24-1.26.H","10-A11-j24-1.26.H","Feldkirch Bahnhof","RJX 368","0",""
"10-A11-j24-1","TA+4dj10","91.TA.10-A11-j24-1.27.H","10-A11-j24-1.27.H","Feldkirch Bahnhof","RJX 562","0",""
"10-A11-j24-1","TA+rlz00","92.TA.10-A11-j24-1.27.H","10-A11-j24-1.27.H","Feldkirch Bahnhof","RJX 562","0",""
"10-A11-j24-1","TA+b7720","93.TA.10-A11-j24-1.27.H","10-A11-j24-1.27.H","Feldkirch Bahnhof","RJX 562","0",""
"10-A11-j24-1","TA+njq10","94.TA.10-A11-j24-1.27.H","10-A11-j24-1.27.H","Feldkirch Bahnhof","RJX 562","0",""
"10-A11-j24-1","TA+flx10","95.TA.10-A11-j24-1.27.H","10-A11-j24-1.27.H","Feldkirch Bahnhof","RJX 562","0",""
"10-A11-j24-1","TA+2dq10","96.TA.10-A11-j24-1.27.H","10-A11-j24-1.27.H","Feldkirch Bahnhof","RJX 562","0",""
"10-A11-j24-1","TA+1dq10","97.TA.10-A11-j24-1.27.H","10-A11-j24-1.27.H","Feldkirch Bahnhof","RJX 562","0",""
"10-A11-j24-1","TA+p0k10","98.TA.10-A11-j24-1.28.H","10-A11-j24-1.28.H","Feldkirch Bahnhof","RJX 562","0",""
"10-A11-j24-1","TA+ar510","99.TA.10-A11-j24-1.29.H","10-A11-j24-1.29.H","Feldkirch Bahnhof","RJX 168","0",""
"10-A12-j24-1","TA","1.TA.10-A12-j24-1.1.R","","Graz Hauptbahnhof","D 156","1","1211"
"10-A12-j24-1","TA+1bd00","10.TA.10-A12-j24-1.3.R","10-A12-j24-1.3.R","Flughafen Wien Bahnhof","RJX 569","1",""
"10-A12-j24-1","TA+esq00","100.TA.10-A12-j24-1.42.H","10-A12-j24-1.42.H","Graz Hauptbahnhof","RJ 657","0",""
"10-A12-j24-1","TA+ecp10","101.TA.10-A12-j24-1.42.H","10-A12-j24-1.42.H","Graz Hauptbahnhof","RJ 657","0",""
"10-A12-j24-1","TA+esq00","102.TA.10-A12-j24-1.43.H","10-A12-j24-1.43.H","Graz Hauptbahnhof","RJ 371","0",""
"10-A12-j24-1","TA+fno00","103.TA.10-A12-j24-1.43.H","10-A12-j24-1.43.H","Graz Hauptbahnhof","RJ 371","0",""
"10-A12-j24-1","TA+2ie10","104.TA.10-A12-j24-1.44.H","10-A12-j24-1.44.H","Graz Hauptbahnhof","RJ 257","0",""
"10-A12-j24-1","TA+je610","105.TA.10-A12-j24-1.44.H","10-A12-j24-1.44.H","Graz Hauptbahnhof","RJ 257","0",""
"10-A12-j24-1","TA+esq00","106.TA.10-A12-j24-1.45.H","10-A12-j24-1.45.H","Graz Hauptbahnhof","RJ 73","0",""
"10-A12-j24-1","TA+ql420","107.TA.10-A12-j24-1.45.H","10-A12-j24-1.45.H","Graz Hauptbahnhof","RJ 71","0",""
"10-A12-j24-1","TA+zw320","108.TA.10-A12-j24-1.45.H","10-A12-j24-1.45.H","Graz Hauptbahnhof","RJ 71","0",""
"10-A12-j24-1","TA+esq00","109.TA.10-A12-j24-1.45.H","10-A12-j24-1.45.H","Graz Hauptbahnhof","RJ 373","0",""
"10-A12-j24-1","TA+yxo10","11.TA.10-A12-j24-1.3.R","10-A12-j24-1.3.R","Flughafen Wien Bahnhof","RJ 19921","1",""
"10-A12-j24-1","TA+fno00","110.TA.10-A12-j24-1.45.H","10-A12-j24-1.45.H","Graz Hauptbahnhof","RJ 73","0",""
"10-A12-j24-1","TA+fno00","111.TA.10-A12-j24-1.45.H","10-A12-j24-1.45.H","Graz Hauptbahnhof","RJ 373","0",""
"10-A12-j24-1","TA+nle10","112.TA.10-A12-j24-1.45.H","10-A12-j24-1.45.H","Graz Hauptbahnhof","RJ 71","0",""
"10-A12-j24-1","TA+mle10","113.TA.10-A12-j24-1.45.H","10-A12-j24-1.45.H","Graz Hauptbahnhof","RJ 71","0",""
"10-A12-j24-1","TA+fno00","114.TA.10-A12-j24-1.46.H","10-A12-j24-1.46.H","Graz Hauptbahnhof","RJ 79","0",""
"10-A12-j24-1","TA+esq00","115.TA.10-A12-j24-1.46.H","10-A12-j24-1.46.H","Graz Hauptbahnhof","RJ 75","0",""
"10-A12-j24-1","TA+esq00","116.TA.10-A12-j24-1.46.H","10-A12-j24-1.46.H","Graz Hauptbahnhof","RJ 79","0",""
"10-A12-j24-1","TA+fno00","117.TA.10-A12-j24-1.46.H","10-A12-j24-1.46.H","Graz Hauptbahnhof","RJ 75","0",""
"10-A12-j24-1","TA+7yo10","12.TA.10-A12-j24-1.3.R","10-A12-j24-1.3.R","Flughafen Wien Bahnhof","RJX 567","1",""
"10-A12-j24-1","TA+up320","13.TA.10-A12-j24-1.3.R","10-A12-j24-1.3.R","Flughafen Wien Bahnhof","RJX 567","1",""
"10-A12-j24-1","TA+yxo10","14.TA.10-A12-j24-1.3.R","10-A12-j24-1.3.R","Flughafen Wien Bahnhof","RJX 19965","1",""
"10-A12-j24-1","TA+fno00","15.TA.10-A12-j24-1.4.R","10-A12-j24-1.4.R","Villach Hauptbahnhof","RJ 639","1",""
"10-A12-j24-1","TA+j6120","16.TA.10-A12-j24-1.5.R","10-A12-j24-1.5.R","Wien Meidling","D 1234","1",""
"10-A12-j24-1","TA+txo10","17.TA.10-A12-j24-1.5.R","10-A12-j24-1.5.R","Wien Meidling","D 1234","1",""
"10-A12-j24-1","TA+vbs10","18.TA.10-A12-j24-1.5.R","10-A12-j24-1.5.R","Wien Meidling","D 1234","1",""
"10-A12-j24-1","TA+yxo10","2.TA.10-A12-j24-1.2.R","10-A12-j24-1.2.R","Flughafen Wien Bahnhof","RJ 1025","1",""
"10-A12-j24-1","TA","20.TA.10-A12-j24-1.6.R","10-A12-j24-1.6.R","Praha hlavní nádraží","RJ 70","1",""
"10-A12-j24-1","TA+o2p10","21.TA.10-A12-j24-1.7.R","10-A12-j24-1.7.R","Wien Hauptbahnhof","RJ 656","1",""
"10-A12-j24-1","TA+ec","22.TA.10-A12-j24-1.8.R","10-A12-j24-1.8.R","Wien Hauptbahnhof","RJ 1252","1",""
"10-A12-j24-1","TA+4q620","23.TA.10-A12-j24-1.8.R","10-A12-j24-1.8.R","Wien Hauptbahnhof","D 852","1",""
"10-A12-j24-1","TA+vs020","24.TA.10-A12-j24-1.8.R","10-A12-j24-1.8.R","Wien Hauptbahnhof","D 852","1",""
"10-A12-j24-1","TA+ws020","25.TA.10-A12-j24-1.8.R","10-A12-j24-1.8.R","Wien Hauptbahnhof","D 852","1",""
"10-A12-j24-1","TA+6y420","26.TA.10-A12-j24-1.9.R","10-A12-j24-1.9.R","Wien Hauptbahnhof","RJ 1252","1",""
"10-A12-j24-1","TA+4y420","27.TA.10-A12-j24-1.9.R","10-A12-j24-1.9.R","Wien Hauptbahnhof","D 852","1",""
"10-A12-j24-1","TA+bhp10","28.TA.10-A12-j24-1.9.R","10-A12-j24-1.9.R","Wien Hauptbahnhof","D 852","1",""
"10-A12-j24-1","TA+ys020","29.TA.10-A12-j24-1.9.R","10-A12-j24-1.9.R","Wien Hauptbahnhof","D 852","1",""
"10-A12-j24-1","TA+6cq10","3.TA.10-A12-j24-1.2.R","10-A12-j24-1.2.R","Flughafen Wien Bahnhof","RJ 1025","1",""
"10-A12-j24-1","TA+rtd10","30.TA.10-A12-j24-1.9.R","10-A12-j24-1.9.R","Wien Hauptbahnhof","RJ 1252","1",""
"10-A12-j24-1","TA+gep10","31.TA.10-A12-j24-1.10.R","10-A12-j24-1.10.R","Wien Hauptbahnhof","RJ 656","1",""
